State,Measure,Sector,Year,Pivot Field Names,Value
Arkansas,Carbon Dioxide emissions (million metric tons),Industrial,2005,"Industrial, (million metric tons)",9.7
Arkansas,Carbon Dioxide emissions (million metric tons),Residential,2005,"Residential, (million metric tons)",2.2
Arkansas,Carbon Dioxide emissions (million metric tons),Transportation,2005,"Transportation, (million metric tons)",20.4
Arkansas,Carbon Dioxide emissions (million metric tons),Total,2010,"Total, (million metric tons)",65.8
Arkansas,Carbon Dioxide emissions (million metric tons),Commercial,2010,"Commercial, (million metric tons)",2.6
Arkansas,Carbon Dioxide emissions (million metric tons),Electric power,2010,"Electric power, (million metric tons)",32.6
Arkansas,Carbon Dioxide emissions (million metric tons),Industrial,2010,"Industrial, (million metric tons)",8.7
Arkansas,Carbon Dioxide emissions (million metric tons),Residential,2010,"Residential, (million metric tons)",2.3
Arkansas,Carbon Dioxide emissions (million metric tons),Transportation,2010,"Transportation, (million metric tons)",19.6
Arkansas,Carbon Dioxide emissions (million metric tons),Total,2011,"Total, (million metric tons)",67.1
Arkansas,Carbon Dioxide emissions (million metric tons),Commercial,2011,"Commercial, (million metric tons)",2.5
Arkansas,Carbon Dioxide emissions (million metric tons),Electric power,2011,"Electric power, (million metric tons)",34.5
Arkansas,Carbon Dioxide emissions (million metric tons),Industrial,2011,"Industrial, (million metric tons)",8.6
Arkansas,Carbon Dioxide emissions (million metric tons),Residential,2011,"Residential, (million metric tons)",2.1
Arkansas,Carbon Dioxide emissions (million metric tons),Transportation,2011,"Transportation, (million metric tons)",19.4
Arkansas,Carbon Dioxide emissions (million metric tons),Total,2012,"Total, (million metric tons)",65.9
Arkansas,Carbon Dioxide emissions (million metric tons),Commercial,2012,"Commercial, (million metric tons)",2.5
Arkansas,Carbon Dioxide emissions (million metric tons),Electric power,2012,"Electric power, (million metric tons)",34.9
Arkansas,Carbon Dioxide emissions (million metric tons),Industrial,2012,"Industrial, (million metric tons)",8.2
Arkansas,Carbon Dioxide emissions (million metric tons),Residential,2012,"Residential, (million metric tons)",1.6
Arkansas,Carbon Dioxide emissions (million metric tons),Transportation,2012,"Transportation, (million metric tons)",18.7
Arkansas,Carbon Dioxide emissions (million metric tons),Total,2013,"Total, (million metric tons)",68.4
Arkansas,Carbon Dioxide emissions (million metric tons),Commercial,2013,"Commercial, (million metric tons)",2.8
Arkansas,Carbon Dioxide emissions (million metric tons),Electric power,2013,"Electric power, (million metric tons)",35.9
Arkansas,Carbon Dioxide emissions (million metric tons),Industrial,2013,"Industrial, (million metric tons)",8.8
Arkansas,Carbon Dioxide emissions (million metric tons),Residential,2013,"Residential, (million metric tons)",2.2
Arkansas,Carbon Dioxide emissions (million metric tons),Transportation,2013,"Transportation, (million metric tons)",18.7
Arkansas,Carbon Dioxide emissions (million metric tons),Total,2014,"Total, (million metric tons)",69
Arkansas,Carbon Dioxide emissions (million metric tons),Commercial,2014,"Commercial, (million metric tons)",3.1
Arkansas,Carbon Dioxide emissions (million metric tons),Electric power,2014,"Electric power, (million metric tons)",35.8
Arkansas,Carbon Dioxide emissions (million metric tons),Industrial,2014,"Industrial, (million metric tons)",8.7
Arkansas,Carbon Dioxide emissions (million metric tons),Residential,2014,"Residential, (million metric tons)",2.4
Arkansas,Carbon Dioxide emissions (million metric tons),Transportation,2014,"Transportation, (million metric tons)",19
Arkansas,Carbon Dioxide emissions (million metric tons),Total,2015,"Total, (million metric tons)",59.2
Arkansas,Carbon Dioxide emissions (million metric tons),Commercial,2015,"Commercial, (million metric tons)",3.1
Arkansas,Carbon Dioxide emissions (million metric tons),Electric power,2015,"Electric power, (million metric tons)",27.3
Arkansas,Carbon Dioxide emissions (million metric tons),Industrial,2015,"Industrial, (million metric tons)",8
Arkansas,Carbon Dioxide emissions (million metric tons),Residential,2015,"Residential, (million metric tons)",2
Arkansas,Carbon Dioxide emissions (million metric tons),Transportation,2015,"Transportation, (million metric tons)",18.8
Arkansas,Carbon Dioxide emissions (million metric tons),Total,2016,"Total, (million metric tons)",62.4
Arkansas,Carbon Dioxide emissions (million metric tons),Commercial,2016,"Commercial, (million metric tons)",2.9
Arkansas,Carbon Dioxide emissions (million metric tons),Electric power,2016,"Electric power, (million metric tons)",30.5
Arkansas,Carbon Dioxide emissions (million metric tons),Industrial,2016,"Industrial, (million metric tons)",7.9
Arkansas,Carbon Dioxide emissions (million metric tons),Residential,2016,"Residential, (million metric tons)",1.7
Arkansas,Carbon Dioxide emissions (million metric tons),Transportation,2016,"Transportation, (million metric tons)",19.4
Arkansas,Carbon Dioxide emissions (million metric tons),Total,2017,"Total, (million metric tons)",64.2
Arkansas,Carbon Dioxide emissions (million metric tons),Commercial,2017,"Commercial, (million metric tons)",3
Arkansas,Carbon Dioxide emissions (million metric tons),Electric power,2017,"Electric power, (million metric tons)",32
Arkansas,Carbon Dioxide emissions (million metric tons),Industrial,2017,"Industrial, (million metric tons)",8.2
Arkansas,Carbon Dioxide emissions (million metric tons),Residential,2017,"Residential, (million metric tons)",1.6
Arkansas,Carbon Dioxide emissions (million metric tons),Transportation,2017,"Transportation, (million metric tons)",19.4
California,Carbon Dioxide emissions (million metric tons),Total,1980,"Total, (million metric tons)",346.2
California,Carbon Dioxide emissions (million metric tons),Commercial,1980,"Commercial, (million metric tons)",20.2
California,Carbon Dioxide emissions (million metric tons),Electric power,1980,"Electric power, (million metric tons)",61.1
California,Carbon Dioxide emissions (million metric tons),Industrial,1980,"Industrial, (million metric tons)",63.6
California,Carbon Dioxide emissions (million metric tons),Residential,1980,"Residential, (million metric tons)",30.4
California,Carbon Dioxide emissions (million metric tons),Transportation,1980,"Transportation, (million metric tons)",170.9
California,Carbon Dioxide emissions (million metric tons),Total,1985,"Total, (million metric tons)",319.6
California,Carbon Dioxide emissions (million metric tons),Commercial,1985,"Commercial, (million metric tons)",14
California,Carbon Dioxide emissions (million metric tons),Electric power,1985,"Electric power, (million metric tons)",39.6
California,Carbon Dioxide emissions (million metric tons),Industrial,1985,"Industrial, (million metric tons)",66.2
California,Carbon Dioxide emissions (million metric tons),Residential,1985,"Residential, (million metric tons)",30.3
California,Carbon Dioxide emissions (million metric tons),Transportation,1985,"Transportation, (million metric tons)",169.5
California,Carbon Dioxide emissions (million metric tons),Total,1990,"Total, (million metric tons)",357.6
California,Carbon Dioxide emissions (million metric tons),Commercial,1990,"Commercial, (million metric tons)",19
California,Carbon Dioxide emissions (million metric tons),Electric power,1990,"Electric power, (million metric tons)",40.4
California,Carbon Dioxide emissions (million metric tons),Industrial,1990,"Industrial, (million metric tons)",65.5
California,Carbon Dioxide emissions (million metric tons),Residential,1990,"Residential, (million metric tons)",29.5
California,Carbon Dioxide emissions (million metric tons),Transportation,1990,"Transportation, (million metric tons)",203.2
California,Carbon Dioxide emissions (million metric tons),Total,1995,"Total, (million metric tons)",343.8
California,Carbon Dioxide emissions (million metric tons),Commercial,1995,"Commercial, (million metric tons)",17
California,Carbon Dioxide emissions (million metric tons),Electric power,1995,"Electric power, (million metric tons)",37.1
California,Carbon Dioxide emissions (million metric tons),Industrial,1995,"Industrial, (million metric tons)",62
California,Carbon Dioxide emissions (million metric tons),Residential,1995,"Residential, (million metric tons)",26.8
California,Carbon Dioxide emissions (million metric tons),Transportation,1995,"Transportation, (million metric tons)",200.9
California,Carbon Dioxide emissions (million metric tons),Total,2000,"Total, (million metric tons)",374.8
California,Carbon Dioxide emissions (million metric tons),Commercial,2000,"Commercial, (million metric tons)",14.4
California,Carbon Dioxide emissions (million metric tons),Electric power,2000,"Electric power, (million metric tons)",52.9
California,Carbon Dioxide emissions (million metric tons),Industrial,2000,"Industrial, (million metric tons)",65.1
California,Carbon Dioxide emissions (million metric tons),Residential,2000,"Residential, (million metric tons)",27.6
California,Carbon Dioxide emissions (million metric tons),Transportation,2000,"Transportation, (million metric tons)",214.8
California,Carbon Dioxide emissions (million metric tons),Total,2005,"Total, (million metric tons)",381.5
California,Carbon Dioxide emissions (million metric tons),Commercial,2005,"Commercial, (million metric tons)",14.2
California,Carbon Dioxide emissions (million metric tons),Electric power,2005,"Electric power, (million metric tons)",42
California,Carbon Dioxide emissions (million metric tons),Industrial,2005,"Industrial, (million metric tons)",68.7
California,Carbon Dioxide emissions (million metric tons),Residential,2005,"Residential, (million metric tons)",28.2
California,Carbon Dioxide emissions (million metric tons),Transportation,2005,"Transportation, (million metric tons)",228.4
California,Carbon Dioxide emissions (million metric tons),Total,2010,"Total, (million metric tons)",361
California,Carbon Dioxide emissions (million metric tons),Commercial,2010,"Commercial, (million metric tons)",16.1
California,Carbon Dioxide emissions (million metric tons),Electric power,2010,"Electric power, (million metric tons)",43.5
California,Carbon Dioxide emissions (million metric tons),Industrial,2010,"Industrial, (million metric tons)",63.6
California,Carbon Dioxide emissions (million metric tons),Residential,2010,"Residential, (million metric tons)",28.9
California,Carbon Dioxide emissions (million metric tons),Transportation,2010,"Transportation, (million metric tons)",208.9
California,Carbon Dioxide emissions (million metric tons),Total,2011,"Total, (million metric tons)",346.9
California,Carbon Dioxide emissions (million metric tons),Commercial,2011,"Commercial, (million metric tons)",15.7
California,Carbon Dioxide emissions (million metric tons),Electric power,2011,"Electric power, (million metric tons)",36.4
California,Carbon Dioxide emissions (million metric tons),Industrial,2011,"Industrial, (million metric tons)",63.4
California,Carbon Dioxide emissions (million metric tons),Residential,2011,"Residential, (million metric tons)",29.7
California,Carbon Dioxide emissions (million metric tons),Transportation,2011,"Transportation, (million metric tons)",201.7
California,Carbon Dioxide emissions (million metric tons),Total,2012,"Total, (million metric tons)",351.4
California,Carbon Dioxide emissions (million metric tons),Commercial,2012,"Commercial, (million metric tons)",15.9
California,Carbon Dioxide emissions (million metric tons),Electric power,2012,"Electric power, (million metric tons)",48
California,Carbon Dioxide emissions (million metric tons),Industrial,2012,"Industrial, (million metric tons)",63.4
California,Carbon Dioxide emissions (million metric tons),Residential,2012,"Residential, (million metric tons)",27.3
California,Carbon Dioxide emissions (million metric tons),Transportation,2012,"Transportation, (million metric tons)",196.8
California,Carbon Dioxide emissions (million metric tons),Total,2013,"Total, (million metric tons)",354.1
California,Carbon Dioxide emissions (million metric tons),Commercial,2013,"Commercial, (million metric tons)",15.9
California,Carbon Dioxide emissions (million metric tons),Electric power,2013,"Electric power, (million metric tons)",45.7
California,Carbon Dioxide emissions (million metric tons),Industrial,2013,"Industrial, (million metric tons)",67.2
California,Carbon Dioxide emissions (million metric tons),Residential,2013,"Residential, (million metric tons)",27.7
California,Carbon Dioxide emissions (million metric tons),Transportation,2013,"Transportation, (million metric tons)",197.6
California,Carbon Dioxide emissions (million metric tons),Total,2014,"Total, (million metric tons)",351.5
